origin_port,destiny_port,twuenty,forty,fortyhc,fortynor,fortyfive
KRPUS,PTBBL,7250,13400,13550,0,0
KRKAN,PTLEI,7450,13800,13950,0,0
KRKAN,PTSIE,7450,13800,13950,0,0
KRKAN,PTBBL,7450,13800,13950,0,0
TWKHH,PTLEI,7550,14000,14150,0,0
TWKHH,PTSIE,7550,14000,14150,0,0
TWKHH,PTBBL,7550,14000,14150,0,0
TWKEL,PTLEI,7460,13820,13970,0,0
TWKEL,PTSIE,7460,13820,13970,0,0
TWKEL,PTBBL,7460,13820,13970,0,0
TWTXG,PTLEI,7460,13820,13970,0,0
TWTXG,PTSIE,7460,13820,13970,0,0
TWTXG,PTBBL,7460,13820,13970,0,0
SGSIN,PTLEI,7250,13400,13550,0,0
SGSIN,PTSIE,7250,13400,13550,0,0
SGSIN,PTBBL,7250,13400,13550,0,0
BDCGP,PTLEI,7550,13950,14100,0,0
BDCGP,PTSIE,7550,13950,14100,0,0
BDCGP,PTBBL,7550,13950,14100,0,0
JPNGO,PTLEI,7700,14300,14450,0,0
JPNGO,PTSIE,7700,14300,14450,0,0
JPNGO,PTBBL,7700,14300,14450,0,0
JPOSA,PTLEI,7550,14000,14150,0,0
JPOSA,PTSIE,7550,14000,14150,0,0
JPOSA,PTBBL,7550,14000,14150,0,0
JPUKB,PTLEI,7550,14000,14150,0,0
JPUKB,PTSIE,7550,14000,14150,0,0
JPUKB,PTBBL,7550,14000,14150,0,0
JPHKT,PTLEI,7550,14000,14150,0,0
JPHKT,PTSIE,7550,14000,14150,0,0
JPHKT,PTBBL,7550,14000,14150,0,0
JPTYO,PTLEI,7700,14300,14450,0,0
JPTYO,PTSIE,7700,14300,14450,0,0
JPTYO,PTBBL,7700,14300,14450,0,0
JPYOK,PTLEI,7700,14300,14450,0,0
JPYOK,PTSIE,7700,14300,14450,0,0
JPYOK,PTBBL,7700,14300,14450,0,0
ESVLC,ZADUR,1640,2780,2780,0,0
ESVLC,ZACPT,1640,2780,2780,0,0
ESVLC,ZAZBA,1640,2780,2780,0,0
ESBIO,COBAQ,4000,5800,5800,0,0
ESALG,MXVER,3441,5553,5553,0,0
ESALG,MXATM,3441,5553,5553,0,0
ESVLC,MXPGO,5882,7701,7701,0,0
ESBCN,MXPGO,5882,7701,7701,0,0
ESVLC,MXVER,6282,8028,8028,0,0
ESVLC,MXATM,6282,8028,8028,0,0
ESBCN,MXVER,6282,8028,8028,0,0
ESBCN,MXATM,6282,8028,8028,0,0
ESALG,MXVER,3441,5553,5553,0,0
ESALG,MXATM,3441,5553,5553,0,0
ESVLC,MXPGO,5882,7701,7701,0,0
ESBCN,MXPGO,5882,7701,7701,0,0
ESVLC,MXVER,6282,8028,8028,0,0
ESVLC,MXATM,6282,8028,8028,0,0
ESBCN,MXVER,6282,8028,8028,0,0
ESBCN,MXATM,6282,8028,8028,0,0
ESALG,MXVER,3441,5553,5553,0,0
ESALG,MXATM,3441,5553,5553,0,0
ESVLC,MXPGO,5882,7701,7701,0,0
ESBCN,MXPGO,5882,7701,7701,0,0
ESVLC,MXVER,6282,8028,8028,0,0
ESVLC,MXATM,6282,8028,8028,0,0
ESBCN,MXVER,6282,8028,8028,0,0
ESBCN,MXATM,6282,8028,8028,0,0
ESALG,MXVER,3441,5553,5553,0,0
ESALG,MXATM,3441,5553,5553,0,0
ESVLC,MXPGO,5882,7701,7701,0,0
ESBCN,MXPGO,5882,7701,7701,0,0
ESVLC,MXVER,6282,8028,8028,0,0
ESVLC,MXATM,6282,8028,8028,0,0
ESBCN,MXVER,6282,8028,8028,0,0
ESBCN,MXATM,6282,8028,8028,0,0
SCPOV,CNSHA,0,0,0,0,0
CNNGB,ESALG,6775,12850,12850,0,0
CNTAO,ESALG,6775,12850,12850,0,0
CNSHA,ESALG,6775,12850,12850,0,0
CNYTN,ESALG,6775,12850,12850,0,0
KRPUS,ESALG,6775,12850,12850,0,0
ESVLC,GPPTP,0,0,0,0,0
ESVLC,MQFDF,0,0,0,0,0
ESBCN,GPPTP,0,0,0,0,0
ESBCN,MQFDF,0,0,0,0,0
ESVGO,USOAK,5708,0,0,0,0
PTSIE,ARBUE,0,0,0,0,0
VNSGN,DOCAU,0,0,0,0,0
ESALG,HTPAP,0,0,0,0,0
ESGIJ,GHTEM,1630,0,0,0,0
ESBCN,QADOH,1300,1500,1500,0,0
ESBCN,BHKBS,1300,1500,1500,0,0
ESBCN,KWSAA,1300,1500,1500,0,0
ESBCN,KWSWK,1300,1500,1500,0,0
ESBCN,IQUQR,1400,1700,1700,0,0
ESVLC,NAWVB,0,0,0,0,0
ESBCN,AEDXB,1200,1400,1400,0,0
ESBCN,AEJEA,1200,1400,1400,0,0
ESBCN,AESHJ,1300,1500,1500,0,0
ESBCN,AEAJM,1350,1550,1550,0,0
ESBCN,AEAUH,1200,1400,1400,0,0
ESBCN,AEQIW,2050,2600,2600,0,0
ESBCN,SADMM,1300,1500,1500,0,0
ESBCN,SAJUB,1300,1500,1500,0,0
ESBCN,OMSOH,1300,1500,1500,0,0
ESBCN,OMRAY,1250,1450,1450,0,0
ESBCN,QAHMD,1300,1500,1500,0,0
ESBCN,QADOH,1300,1500,1500,0,0
ESBCN,BHKBS,1300,1500,1500,0,0
ESBCN,KWSAA,1300,1500,1500,0,0
ESBCN,KWSWK,1300,1500,1500,0,0
ESBCN,IQUQR,1400,1700,1700,0,0
ESBCN,NAWVB,0,0,0,0,0
ESVGO,NAWVB,0,0,0,0,0
ESALG,AUFRE,4550,9100,9100,0,0
ESVLC,AUFRE,4550,9100,9100,0,0
ESBCN,AUFRE,4550,9100,9100,0,0
ESVGO,GRVOL,1155,0,0,0,0
ESVLC,SARUH,0,0,0,0,0
FRPOV,MAAGA,0,0,0,0,0
FRPOV,SNDKR,0,0,0,0,0
FRPOV,CIABJ,0,0,0,0,0
FRPOV,CMDLA,0,0,0,0,0
FRPOV,GHTEM,0,0,0,0,0
BRSSZ,ESVLC,0,0,9390,0,0
ESVGO,GRPIR,810,0,0,0,0
ESVGO,GRPIR,950,0,0,0,0
ESVGO,GRVOL,2050,0,0,0,0
ESGIJ,TRMER,725,0,0,0,0
ESBIO,SAJED,0,0,2190,0,0
ESBCN,USORF,0,6225,6225,0,0
ESBCN,TRAMB,0,0,0,0,0
ESBCN,TRGEB,0,0,0,0,0
ESVLC,TRAMB,0,0,0,0,0
ESVLC,TRGEB,0,0,0,0,0
ESVLC,TRIZM,0,0,0,0,0
ESVLC,TRALI,0,0,0,0,0
ESALG,COCTG,0,0,0,0,0
ESALG,PAMIT,0,0,0,0,0
ESALG,CRPMN,0,0,0,0,0
ESALG,DOCAU,0,0,0,0,0
HKHKG,ESVLC,7750,13600,13700,0,0
CNNSA,ESVLC,7750,13600,13700,0,0
CNTAO,ESVLC,7750,13600,13700,0,0
CNSHK,ESVLC,7750,13600,13700,0,0
CNXMN,ESVLC,7750,13600,13700,0,0
CNTXG,ESVLC,7750,13600,13700,0,0
CNYTN,ESVLC,7750,13600,13700,0,0
CNSHA,ESVLC,7750,13600,13700,0,0
CNNGB,ESVLC,7750,13600,13700,0,0
CNNGB,ESBCN,7750,13600,13700,0,0
CNSHA,ESBCN,7750,13600,13700,0,0
CNYTN,ESBCN,7750,13600,13700,0,0
CNTXG,ESBCN,7750,13600,13700,0,0
CNXMN,ESBCN,7750,13600,13700,0,0
CNSHK,ESBCN,7750,13600,13700,0,0
CNTAO,ESBCN,7750,13600,13700,0,0
CNNSA,ESBCN,7750,13600,13700,0,0
HKHKG,ESBCN,7750,13600,13700,0,0
ARMDQ,LBBEY,0,0,0,0,0
ARPMY,GTPRQ,0,0,0,0,0
ESVGO,CNYNT,0,0,0,0,0
SVAQJ,ECGYE,0,0,0,0,0
PTLEI,COCTG,0,0,0,0,0
ECGYE,SVAQJ,0,0,2850,0,0
CNXMN,ESVLC,6900,12900,13000,0,0
HKHKG,ESVLC,6650,12500,12600,0,0
CNSHA,ESVLC,6650,12500,12600,0,0
CNGZG,ESVLC,6760,12680,12780,0,0
CNTXG,ESVLC,6850,12900,13000,0,0
CNSHK,ESVLC,6860,12800,12900,0,0
CNXAO,ESVLC,6810,12740,12840,0,0
CNYTN,ESVLC,6860,12800,12900,0,0
IDSUB,ESVLC,6900,12900,13000,0,0
CNNGB,ESVLC,6650,12500,12600,0,0
CNNSA,ESVLC,6650,12500,12600,0,0
CNCQI,ESVLC,0,0,16800,0,0
PTSIE,SVAQJ,0,0,11215,0,0
ESALG,INMAA,0,0,0,0,0
ITVCE,SVAQJ,8516,0,10316,0,0
IDJKT,ESVGO,0,0,0,0,0
ESVLC,USHOU,0,3535,0,0,0
ESVLC,USHOU,0,0,3535,0,0
ESVLC,USHOU,2165,0,0,0,0
ILASH,ESBCN,280,560,616,0,0
ILHFA,ESBCN,280,560,616,0,0
EGALY,ESBCN,300,560,616,0,0
CYLMS,ESBCN,455,895,984.5,0,0
TRMER,ESBCN,260,510,561,0,0
TRIZM,ESBCN,380,530,583,0,0
TRALI,ESBCN,380,530,583,0,0
ITSAL,ESBCN,250,500,500,0,0
MACAS,ESBCN,100,200,220,0,0
ESVLC,DOCAU,0,0,5454,0,0
ESBCN,MACAS,395,670,690,0,0
ESBCN,ILHFA,720,1440,1584,0,0
ESBCN,ILASH,720,1440,1584,0,0
ESBCN,EGALY,320,490,539,0,0
ESBCN,TRMER,325,450,495,0,0
ESBCN,CYLMS,550,1000,1100,0,0
ESBCN,TRIZM,250,400,400,0,0
ESBCN,TRALI,250,400,400,0,0
ESBCN,ITGOA,200,300,330,0,0
ESCAS,ITSAL,450,680,748,0,0
ESCAS,CYLMS,620,1170,1287,0,0
ESCAS,ILASH,695,1065,1171.5,0,0
ESCAS,ILHFA,695,1065,1171.5,0,0
ESCAS,TRMER,490,775,852.5,0,0
ESCAS,EGALY,300,580,638,0,0
ESCAS,GBLIV,390,490,539,0,0
ESCAS,IEDUB,555,740,814,0,0
ESCAS,GBBEL,390,490,539,0,0
ESCAS,TRIZM,250,400,440,0,0
ESCAS,TRALI,250,400,440,0,0
ESCAS,LBBEY,1010,1610,1771,0,0
ESCAS,PTLEI,275,550,605,0,0
ESBCN,TRAMB,300,385,425,0,0
ESBCN,TRGEB,300,385,425,0,0
ESVLC,TRAMB,300,385,425,0,0
ESVLC,TRGEB,300,385,425,0,0
ESVLC,TRIZM,300,385,425,0,0
ESVLC,TRALI,300,385,425,0,0
ESALG,CIABJ,1301,1902,1902,0,0
ESBCN,CIABJ,1226,1802,1802,0,0
ESALG,SNDKR,1576,2302,2302,0,0
ESBCN,SNDKR,1551,2302,2302,0,0
ESALG,NGAPP,2401,3057,3057,0,0
ESBCN,NGAPP,2401,3057,3057,0,0
ESALG,BJCOO,1151,1802,1802,0,0
ESBCN,BJCOO,1251,2102,2102,0,0
ESALG,MRNKC,1601,2277,2277,0,0
ESBCN,MRNKC,1576,2277,2277,0,0
ESALG,GHTEM,1226,2002,2002,0,0
ESBCN,GHTEM,1351,2202,2202,0,0
ESALG,NGTIN,2401,3057,3057,0,0
ESBCN,NGTIN,2401,3057,3057,0,0
ESALG,AOLAD,1604,2433,2433,0,0
ESBCN,AOLAD,1734,2543,2543,0,0
ESALG,AOLOB,1704,2733,2733,0,0
ESBCN,AOLOB,1884,2843,2843,0,0
ESALG,AOMSZ,2004,3083,3083,0,0
ESBCN,AOMSZ,1884,2843,2843,0,0
ESALG,AOCAB,3154,4883,4883,0,0
ESBCN,AOCAB,3104,4783,4783,0,0
ESALG,AOSZA,3254,4908,4908,0,0
ESBCN,AOSZA,3204,4808,4808,0,0
ESALG,CGPNR,1754,2658,2658,0,0
ESBCN,CGPNR,1784,2668,2668,0,0
ESALG,CDMAT,2434,3843,3843,0,0
ESBCN,CDMAT,2534,3893,3893,0,0
ESALG,CDBOA,2554,4208,4208,0,0
ESBCN,CDBOA,2684,4018,4018,0,0
ESALG,GALBV,1454,2133,2133,0,0
ESBCN,GALBV,1614,2393,2393,0,0
ESALG,CMDLA,1634,2293,2293,0,0
ESBCN,CMDLA,1984,3068,3068,0,0
ESALG,CMKBI,1479,1908,1908,0,0
ESBCN,CMKBI,1654,2208,2208,0,0
ESALG,GQSSG,2054,3508,3508,0,0
ESBCN,GQSSG,2129,3558,3558,0,0
ESALG,GQBSG,2054,3508,3508,0,0
ESBCN,GQBSG,2129,3558,3558,0,0
ESALG,GAPOG,2354,3508,3508,0,0
ESBCN,GAPOG,2454,3768,3768,0,0
ESALG,STTMS,3504,5408,5408,0,0
ESBCN,STTMS,3454,5308,5308,0,0
ESVLC,CIABJ,1201,1752,1752,0,0
ESVLC,SNDKR,1526,2202,2202,0,0
ESVLC,NGAPP,2401,3057,3057,0,0
ESVLC,BJCOO,1251,1902,1902,0,0
ESVLC,MRNKC,1551,2177,2177,0,0
ESVLC,GHTEM,1301,2102,2102,0,0
ESVLC,NGTIN,2401,3057,3057,0,0
ESVLC,AOLAD,1734,2543,2543,0,0
ESVLC,AOLOB,1884,2843,2843,0,0
ESVLC,AOMSZ,1884,2843,2843,0,0
ESVLC,AOSZA,3204,4808,4808,0,0
ESVLC,CGPNR,1784,2668,2668,0,0
ESVLC,CDMAT,2534,3893,3893,0,0
ESVLC,CDBOA,2684,4018,4018,0,0
ESVLC,GALBV,1614,2393,2393,0,0
ESVLC,CMDLA,1984,3068,3068,0,0
ESVLC,CMKBI,1654,2208,2208,0,0
ESVLC,GQSSG,2129,3558,3558,0,0
ESVLC,GQBSG,2129,3558,3558,0,0
ESVLC,GAPOG,2454,3768,3768,0,0
ESVLC,STTMS,3454,5308,5308,0,0
ESALG,COCTG,2928,0,4693,0,0
ESALG,MQFDF,1803,0,3593,0,0
ESALG,PAMIT,3498,0,5623,0,0
ESALG,CRPMN,3043,0,5048,0,0
ESALG,GPPTP,1803,0,3593,0,0
ESALG,MXVER,3951,0,6321,0,0
ESALG,USHOU,3347,0,5567,0,0
ESALG,DOCAU,3228,0,5293,0,0
ESALG,SXPHI,2188,0,4063,0,0
ESALG,GFDDC,2734,0,5255,0,0
TRIST,ESLPA,1100,1500,0,0,0
ESVLC,USSAV,2065,0,0,0,0
ESALG,ZADUR,0,0,0,0,0
ESVLC,USSAV,0,3435,0,0,0
ESVLC,USSAV,0,0,3435,0,0
ESALG,DOCAU,0,0,4716,0,0
ILASH,ESBCN,280,560,616,0,0
ILHFA,ESBCN,280,560,616,0,0
EGALY,ESBCN,300,560,616,0,0
CYLMS,ESBCN,455,895,984.5,0,0
TRMER,ESBCN,260,510,561,0,0
TRIZM,ESBCN,380,530,583,0,0
TRALI,ESBCN,380,530,583,0,0
ITSAL,ESBCN,250,500,500,0,0
MACAS,ESBCN,100,200,220,0,0
ILASH,ESBCN,280,560,616,0,0
ILHFA,ESBCN,280,560,616,0,0
EGALY,ESBCN,300,560,616,0,0
CYLMS,ESBCN,455,895,984.5,0,0
TRMER,ESBCN,260,510,561,0,0
TRIZM,ESBCN,380,530,583,0,0
TRALI,ESBCN,380,530,583,0,0
ITSAL,ESBCN,250,500,500,0,0
MACAS,ESBCN,100,200,220,0,0
CNCQI,ESVGO,9150,15075,15075,0,0
CNDAL,ESVGO,8950,14475,14475,0,0
CNFOS,ESVGO,8950,14675,14675,0,0
CNFOC,ESVGO,8900,14575,14575,0,0
CNHUA,ESVGO,8900,14575,14575,0,0
CNLYG,ESVGO,9000,14775,14775,0,0
CNNTG,ESVGO,8900,14575,14575,0,0
CNNGB,ESVGO,8850,14475,14475,0,0
CNTAO,ESVGO,8950,14475,14475,0,0
CNSHA,ESVGO,8850,14475,14475,0,0
CNNHN,ESVGO,9050,14875,14875,0,0
CNXMN,ESVGO,8850,14475,14475,0,0
CNXGA,ESVGO,8950,14475,14475,0,0
CNYTN,ESVGO,8850,14475,14475,0,0
HKHKG,ESVGO,8850,14475,14475,0,0
IDJKT,ESVGO,9025,0,0,0,0
KRPUS,ESVGO,9200,15535,15535,0,0
KRPUS,ESVGO,9200,15535,15535,0,0
MYPKG,ESVGO,9025,15485,15485,0,0
PHCEB,ESVGO,9025,15485,15485,0,0
PHMNL,ESVGO,9025,15485,15485,0,0
THLCH,ESVGO,9075,15585,15585,0,0
TWKHH,ESVGO,9345,16325,16325,0,0
TWKEL,ESVGO,9545,16525,16525,0,0
TWTXG,ESVGO,9545,16525,16525,0,0
VNHPH,ESVGO,9150,15685,15685,0,0
INCCU,ESVGO,9150,15735,15735,0,0
INNSA,ESVGO,8950,15335,15335,0,0
ESGIJ,ECGYE,4050,0,0,0,0
ESCAS,ILHFA,0,0,0,0,0
ESVGO,CAMTR,0,0,0,0,0
ESVLC,USSAV,3500,5450,5450,0,0
ARPMY,GRSKG,0,0,0,0,0
ESSAG,USBAL,3500,5450,5450,0,0
VNSGN,ESVGO,0,0,0,0,0
ESVLC,USHOU,3675,5700,5700,0,0
ESBIO,SNDKR,1680,2150,2150,0,0
ESBIO,GHTEM,1585,2135,2135,0,0
ESBIO,CIABJ,1585,2135,2135,0,0
ESBIO,BJCOO,1605,2185,2185,0,0
ESBIO,TGLFW,1605,2185,2185,0,0
ESBIO,DOCAU,4096,6292,6292,0,0
ESVGO,DOCAU,4096,6292,6292,0,0
ESBIO,COCTG,4096,6242,6242,0,0
ESVGO,COCTG,4096,6242,6242,0,0
ESBIO,PAMIT,4146,6392,6392,0,0
ESVGO,PAMIT,4146,6392,6392,0,0
ESBIO,COBUN,4196,6442,6442,0,0
ESVGO,COBUN,4196,6442,6442,0,0
ESBIO,ECPSJ,4221,6392,6392,0,0
ESVGO,ECPSJ,4221,6392,6392,0,0
ESBIO,PECLL,4196,6442,6442,0,0
ESVGO,PECLL,4196,6442,6442,0,0
ESBIO,CLSAI,0,6442,6442,0,0
ESVGO,CLSAI,0,6442,6442,0,0
ESVGO,MXATM,6559,0,8898,0,0
ESVGO,MXVER,6559,0,8898,0,0
ESBIO,MXATM,6559,0,8898,0,0
ESBIO,MXVER,6559,0,8898,0,0
ESVGO,USNYC,4975,7575,7575,0,0
ESBIO,USNYC,4975,7575,7575,0,0
ESVGO,USORF,4975,7575,7575,0,0
ESBIO,USORF,4975,7575,7575,0,0
ESVGO,USHOU,4975,7325,7325,0,0
ESBIO,USHOU,4975,7325,7325,0,0
ESVGO,USMSY,4975,7325,7325,0,0
ESBIO,USMSY,4975,7325,7325,0,0
ESVGO,USCHS,4975,7325,7325,0,0
ESBIO,USCHS,4975,7325,7325,0,0
ESVGO,USSAV,5025,7475,6975,0,0
ESBIO,USSAV,5025,7475,6975,0,0
ESVGO,USMIA,5124,7575,7575,0,0
ESBIO,USMIA,5124,7575,7575,0,0
ESVGO,USCHI,4975,7575,7575,0,0
ESBIO,USCHI,4975,7575,7575,0,0
ESVGO,USATL,5025,7475,6975,0,0
ESBIO,USATL,5025,7475,6975,0,0
ESVGO,USDET,4975,7575,7575,0,0
ESBIO,USDET,4975,7575,7575,0,0
ESVGO,USCMH,4975,7575,7575,0,0
ESBIO,USCMH,4975,7575,7575,0,0
ESVGO,USCLE,4975,7575,7575,0,0
ESBIO,USCLE,4975,7575,7575,0,0
ESVGO,USMES,4975,7575,7575,0,0
ESBIO,USMES,4975,7575,7575,0,0
ESVGO,CAMTR,6800,9489,9489,0,0
ESBIO,CAMTR,6800,9489,9489,0,0
ESVGO,CATOR,7100,9989,9989,0,0
ESBIO,CATOR,7100,9989,9989,0,0
ESVGO,BEANR,925,1375,1375,0,0
ESBIO,BEANR,925,1375,1375,0,0
ESVGO,DEHAM,1225,1475,1475,0,0
ESBIO,DEHAM,1225,1475,1475,0,0
ESVGO,NLRTM,1025,1325,1325,0,0
ESBIO,NLRTM,1025,1325,1325,0,0
ESVGO,FIRAU,1025,1550,1550,0,0
ESBIO,FIRAU,1025,1550,1550,0,0
ESVGO,SEGVX,1025,1550,1550,0,0
ESBIO,SEGVX,1025,1550,1550,0,0
ESVGO,PLGDY,875,1400,1400,0,0
ESBIO,PLGDY,875,1400,1400,0,0
ESVGO,FIHEL,875,1400,1400,0,0
ESBIO,FIHEL,875,1400,1400,0,0
ESVGO,LTKLJ,875,1400,1400,0,0
ESBIO,LTKLJ,875,1400,1400,0,0
ESVGO,FIKTK,875,1400,1400,0,0
ESBIO,FIKTK,875,1400,1400,0,0
ESVGO,EEMUG,875,1400,1400,0,0
ESBIO,EEMUG,875,1400,1400,0,0
ESVGO,LVRIX,875,1400,1400,0,0
ESBIO,LVRIX,875,1400,1400,0,0
ESVGO,SENRK,1025,1550,1550,0,0
ESBIO,SENRK,1025,1550,1550,0,0
ESVGO,RULED,870,1200,1200,0,0
ESBIO,RULED,870,1200,1200,0,0
ESVGO,SESTO,1025,1550,1550,0,0
ESBIO,SESTO,1025,1550,1550,0,0
ESVGO,AUFRE,5875,10400,10400,0,0
ESBIO,AUFRE,5875,10400,10400,0,0
ESVGO,AUBNE,5875,10400,10400,0,0
ESBIO,AUBNE,5875,10400,10400,0,0
ESVGO,AUSYD,6075,10800,10800,0,0
ESBIO,AUSYD,6075,10800,10800,0,0
ESVGO,AUMEL,5875,10400,10400,0,0
ESBIO,AUMEL,5875,10400,10400,0,0
ESVGO,AUADL,5875,10400,10400,0,0
ESBIO,AUADL,5875,10400,10400,0,0
ESVGO,NZAKL,6275,11200,11200,0,0
ESBIO,NZAKL,6275,11200,11200,0,0
ESVGO,NZLYT,6075,10800,10800,0,0
ESBIO,NZLYT,6075,10800,10800,0,0
ESVGO,NZNPE,6075,10800,10800,0,0
ESBIO,NZNPE,6075,10800,10800,0,0
ESVGO,NZTRG,6075,10800,10800,0,0
ESBIO,NZTRG,6075,10800,10800,0,0
ESVGO,NZWLG,6075,10800,10800,0,0
ESBIO,NZWLG,6075,10800,10800,0,0
ESBIO,THBKK,1793,2686,2686,0,0
ESVGO,THBKK,1793,2686,2686,0,0
ESBIO,CNBHY,1918,2936,2936,0,0
ESVGO,CNBHY,1918,2936,2936,0,0
ESBIO,CNBIJ,1743,2561,2561,0,0
ESVGO,CNBIJ,1743,2561,2561,0,0
ESBIO,CNBJS,1993,2861,2861,0,0
ESVGO,CNBJS,1993,2861,2861,0,0
ESBIO,IDBLW,1868,2811,2811,0,0
ESVGO,IDBLW,1868,2811,2811,0,0
ESBIO,PHCEB,2018,3111,3111,0,0
ESVGO,PHCEB,2018,3111,3111,0,0
ESBIO,CNFKC,1893,2736,2736,0,0
ESVGO,CNFKC,1893,2736,2736,0,0
ESBIO,CNCSH,1968,3011,3011,0,0
ESVGO,CNCSH,1968,3011,3011,0,0
ESBIO,CNCZX,1818,2686,2686,0,0
ESVGO,CNCZX,1818,2686,2686,0,0
ESBIO,CNCQI,2018,3096,3096,0,0
ESVGO,CNCQI,2018,3096,3096,0,0
ESBIO,VNDAD,2093,3136,3136,0,0
ESVGO,VNDAD,2093,3136,3136,0,0
ESBIO,CNDLC,1568,2236,2236,0,0
ESVGO,CNDLC,1568,2236,2236,0,0
ESBIO,PHDVO,1968,2986,2986,0,0
ESVGO,PHDVO,1968,2986,2986,0,0
ESBIO,CNDGG,1793,2686,2686,0,0
ESVGO,CNDGG,1793,2686,2686,0,0
ESBIO,CNFAN,2068,3036,3036,0,0
ESVGO,CNFAN,2068,3036,3036,0,0
ESBIO,CNFOS,1768,2636,2636,0,0
ESVGO,CNFOS,1768,2636,2636,0,0
ESBIO,CNFQG,1693,2586,2586,0,0
ESVGO,CNFQG,1693,2586,2586,0,0
ESBIO,CNFOC,1868,2836,2836,0,0
ESVGO,CNFOC,1868,2836,2836,0,0
ESBIO,CNGOM,1818,2686,2686,0,0
ESVGO,CNGOM,1818,2686,2686,0,0
ESBIO,CNGZG,1793,2636,2636,0,0
ESVGO,CNGZG,1793,2636,2636,0,0
ESBIO,VNHPH,1918,2911,2911,0,0
ESVGO,VNHPH,1918,2911,2911,0,0
ESBIO,VNSGN,1818,2686,2686,0,0
ESVGO,VNSGN,1818,2686,2686,0,0
ESBIO,HKHKG,1568,2236,2236,0,0
ESVGO,HKHKG,1568,2236,2236,0,0
ESBIO,CNHDU,1818,2686,2686,0,0
ESVGO,CNHDU,1818,2686,2686,0,0
ESBIO,CNHUA,1918,2811,2811,0,0
ESVGO,CNHUA,1918,2811,2811,0,0
ESBIO,IDJKT,1793,2661,2661,0,0
ESVGO,IDJKT,1793,2661,2661,0,0
ESBIO,CNJMN,1818,2711,2711,0,0
ESVGO,CNJMN,1818,2711,2711,0,0
ESBIO,CNJIA,1818,2711,2711,0,0
ESVGO,CNJIA,1818,2711,2711,0,0
ESBIO,CNJIU,1768,2636,2636,0,0
ESVGO,CNJIU,1768,2636,2636,0,0
ESBIO,CNJIU,1743,2561,2561,0,0
ESVGO,CNJIU,1743,2561,2561,0,0
ESBIO,TWKHH,1568,2236,2236,0,0
ESVGO,TWKHH,1568,2236,2236,0,0
ESBIO,TWKEL,1918,2711,2711,0,0
ESVGO,TWKEL,1918,2711,2711,0,0
ESBIO,MYBKI,2218,3336,3336,0,0
ESVGO,MYBKI,2218,3336,3336,0,0
ESBIO,MYKCH,2118,3086,3086,0,0
ESVGO,MYKCH,2118,3086,3086,0,0
ESBIO,KRKWA,1718,2586,2586,0,0
ESVGO,KRKWA,1718,2586,2586,0,0
ESBIO,THLCH,1768,2661,2661,0,0
ESVGO,THLCH,1768,2661,2661,0,0
ESBIO,CNLNS,1718,2611,2611,0,0
ESVGO,CNLNS,1718,2611,2611,0,0
ESBIO,THLKR,1818,2706,2706,0,0
ESVGO,THLKR,1818,2706,2706,0,0
ESBIO,CNLUU,1693,2511,2511,0,0
ESVGO,CNLUU,1693,2511,2511,0,0
ESBIO,CNLIH,1843,2711,2711,0,0
ESVGO,CNLIH,1843,2711,2711,0,0
ESBIO,CNLYG,1868,2861,2861,0,0
ESVGO,CNLYG,1868,2861,2861,0,0
ESBIO,MOMFM,1968,2936,2936,0,0
ESVGO,MOMFM,1968,2936,2936,0,0
ESBIO,BNMUA,2268,3586,3586,0,0
ESVGO,BNMUA,2268,3586,3586,0,0
ESBIO,CNNGG,1793,2686,2686,0,0
ESVGO,CNNGG,1793,2686,2686,0,0
ESBIO,CNNAH,1868,2761,2761,0,0
ESVGO,CNNAH,1868,2761,2761,0,0
ESBIO,CNNKG,1743,2611,2611,0,0
ESVGO,CNNKG,1743,2611,2611,0,0
ESBIO,CNNSA,1568,2236,2236,0,0
ESVGO,CNNSA,1568,2236,2236,0,0
ESBIO,CNNTG,1743,2611,2611,0,0
ESVGO,CNNTG,1743,2611,2611,0,0
ESBIO,CNNGB,1568,2236,2236,0,0
ESVGO,CNNGB,1568,2236,2236,0,0
ESBIO,MYPGU,1768,2636,2636,0,0
ESVGO,MYPGU,1768,2636,2636,0,0
ESBIO,MYPEN,1793,2661,2661,0,0
ESVGO,MYPEN,1793,2661,2661,0,0
ESBIO,KHPNH,2218,3361,3361,0,0
ESVGO,KHPNH,2218,3361,3361,0,0
ESBIO,MYPKG,1568,2236,2236,0,0
ESVGO,MYPKG,1568,2236,2236,0,0
ESBIO,KRPUS,1568,2236,2236,0,0
ESVGO,KRPUS,1568,2236,2236,0,0
ESBIO,CNTAO,1568,2236,2236,0,0
ESVGO,CNTAO,1568,2236,2236,0,0
ESBIO,CNQZH,1918,2886,2886,0,0
ESVGO,CNQZH,1918,2886,2886,0,0
ESBIO,CNQZJ,1868,2886,2886,0,0
ESVGO,CNQZJ,1868,2886,2886,0,0
ESBIO,CNRZH,1768,2586,2586,0,0
ESVGO,CNRZH,1768,2586,2586,0,0
ESBIO,CNROQ,1793,2686,2686,0,0
ESVGO,CNROQ,1793,2686,2686,0,0
ESBIO,CNSRG,1793,2636,2636,0,0
ESVGO,CNSRG,1793,2636,2636,0,0
ESBIO,CNNHS,1768,2636,2636,0,0
ESVGO,CNNHS,1768,2636,2636,0,0
ESBIO,CNSJQ,1718,2586,2586,0,0
